Id,Label
349,muṣṣiru[one-who-draws]N
350,igigallu[wisdom]N
351,niklu[skill]N
352,pāṭeru[that-which-undoes]N
353,namrīriš[like-an-awe-inspiring-radiance]AV
354,riksu[band]N
355,šamriš[furiously]AV
356,puhhû[blocked-up]AJ
357,purruku[blocked]AJ
358,šulû[street]N
359,nīdu[l(a)ying-(down)]N
360,erhu[aggressive]AJ
361,ṣarāhu[heat-up]V
362,mahīriš[at-the-market]AV
363,gamāru[bring-to-conclusion]V
364,ṭuppi[one-year-(period)]N
365,nadnu[given]AJ
366,tarbaṣu[animal-stall]N
367,purussû[decision]N
368,lawû[surrounded]AJ
369,kasītu[(magical)-constraint]N
370,eṣēdu_N[harvest]N
371,eṣēdu_V[harvest]V
372,ārišūtu[agricultural-tenancy]N
373,muttatu[half]N
374,utru[excess]N
375,û[grain]N
376,atru[excess]N
377,tibnu[straw]N
378,zaʾinu[adorned]AJ
379,kartappu[(animal)-driver]N
380,kišukku[captivity]N
381,ištēnšeret[eleven]NU
382,šanû[(an)other-one]N
383,tespītu[prayer]N
384,šitluṭu[triumphant]AJ
385,bâlu[supplicate]V
386,Sebetti[1]DN
387,dayyānu[judge]N
388,namrīru[awe-inspiring-radiance]N
389,mētequ[route]N
390,rebû[fourth]AJ
391,samānû[eighth]AJ
392,hamšu[fifth]AJ
393,šeššu[sixth]AJ
394,šanû[second]AJ
395,sebû[seventh]AJ
396,dārišam[for-ever]AV
397,pirittu[terror]N
398,ginû[regular-contribution-(to-temple)]N
399,hiṭītu[shortfall]N
400,bābilu[one-who-carries]N
401,gullultu[sin]N
402,arnu[guilt]N
403,sittūtu[those-remaining]N
404,eʾiltu[bond]N
405,pagru[body]N
406,lāpitu[one-who-touches]N
407,maṭû[small]AJ
408,bārû[diviner]N
409,qadūtu[silt]N
410,barû[see]V
411,mukallimu[one-who-shows]N
412,Namraṣit[1]DN
413,eddēšû[constantly-self-renewing]AJ
414,pētû[opener]N
415,kaškaššu_N[all-powerful-one]N
416,siparru[bronze]N
417,Enbilulu[1]DN
418,mušazninu[one-who-makes-it-rain]N
419,apkīsu[furrow]N
420,Enʾeʾimdu[1]DN
421,īku[dyke]N
422,labīru_AJ[old]AJ
423,akalu[bread]N
424,kittu[truth]N
425,pērtu[hair-(of-head)]N
426,gullubu_AJ[shorn]AJ
427,Belet[1]DN
428,qašdu[pure]AJ
429,bitrû[enormous]AJ
430,dārītu[perpetuity]N
431,hurāṣu[gold]N
432,purussû[(legal)-decision]N
433,antalû[eclipse]N
434,lahmu[hairy]N
435,šunnû[changed]AJ
436,talīmu[favourite-brother]N
437,dullulu[oppressed-one]N
438,paqādu[entrust]V
439,luppu[(a-leather-bag)]N
440,mihiṣtu[strike]N
441,hakāmu[understand]V
442,ahullâ[on-the-other-bank]AV
443,šiāru[morning]N
444,ūma[today]AV
445,nērārūtu[aid]N
446,uggatu[rage]N
447,pīhātu[post]N
448,šandabakku[chief-accountant]N
449,sunqu[famine]N
450,mūdû_AJ[knowing]AJ
451,lēʾû_AJ[powerful]AJ
452,pargāniš[on-the-meadow]AV
453,ṭiābu[be(come)-good]V
454,rabāṣu[sit]V
455,kīnu[permanent]AJ
456,Irugga[1]DN
457,biltu[load]N
458,hayyattu[(pathological)-terror]N
459,šamê[heaven]N
460,ruʾtu[saliva]N
461,miqtu[fall]N
462,hiāṭu[supervise]V
463,nādinu[giver]N
464,rēʾûtu[shepherdship]N
465,qiāšu[give]V
466,karmu[heap]N
467,ishappu[villain]N
468,kāmû[one-who-binds]N
469,kihullû[mourning-rites]N
470,āmeru[one-who-sees]N
471,halqu[lost-one]N
472,nītu[encirclement]N
473,mâdu[be(come)-many]V
474,munnabtu[fugitive]N
475,puluhtu[awesomeness]N
476,rikistu[decree]N
477,kizû[animal-trainer]N
478,warkû[rear-one]N
479,muṣṣiru[designer]N
480,eršu_N[wise-one]N
481,tāmihu[one-who-grasps]N
482,ṣerretu[nose-rope]N
483,dadmū[villages]N
484,šamāmū[heavens]N
485,rabû[great]AJ
486,šarratu[queen]N
487,šanunkatu[princess]N
488,kuṣṣuru[thoroughly-knotted]AJ
489,šupqudu[appointed]AJ
490,pusummu[veil]N
491,gimratu[totality]N
492,kirimahhu[park]N
493,rīqu[aromatic-substance]N
494,gipāru[residence-of-en(t)u-in-temple]N
495,šummuhu[very-luxuriant]AJ
496,hanābu[sprout]V
497,šabburtu[broken-up-land]N
498,kirû[(fruit)-plantation]N
499,muhhuriš[as-an-offering]AV
500,šumû[roast-meat]N
501,kittu[steadiness]N
502,hāsisu[one-who-remembers]N
503,šibirru[shepherd's-staff]N
504,šangûtu[priest]N
505,nannāru[light-of-the-sky]N
506,nāṭilu[seeing-one]N
507,rikibtu[copulation]N
508,sammû[lyre]N
509,sikkūru[bolt]N
510,edlu[shut]AJ
511,tappû[companion]N
512,ayyalu[stag]N
513,ṣarāru[flash]V
514,namṣāru[sword]N
515,narāqu[hide]V
516,šamāmiš[to-heaven]AV
517,ṭarû[(meaning-unknown)]V
518,rapādu[run]V
519,ušalliš[like-lowland]AV
520,kawû[outer-one]N
521,kurkû[goose]N
522,maziu[(a-metal-vessel)]N
523,zību_1[vulture]N
524,sukannīnu[dove]N
525,mê-šīri[meat-broth]N
526,tarlugallu[hen]N
527,ukultu[food]N
528,quppu[box]N
529,arammu[causeway]N
530,Uggu[Dead-Gods]DN
531,šurru[bow-oneself-down]V
532,huddudu[deeply-incised]AJ
533,miṣru[border]N
534,sekēru[shut-off]V
535,marāru[be(come)-bitter]V
536,maškanu[place-of-putting]N
537,bennu[epilepsy]N
538,kalûtu[lamentation-priesthood]N
539,iškāru[work-assignment]N
540,gamāru[complete]V
541,Enūma-Anu-Enlil[(astrological-omen-series)]N
542,āšipu[sorcerer]N
543,lēʾu[board]N
544,ešēru[go-well]V
545,dumāmu[moaning]N
546,tubqu[corner]N
547,kalû[held-(back)]AJ
548,sapāru[(deity's)-net]N
549,šērtu[guilt]N
550,malû[full]AJ
551,naparšudu[flee]V
552,wāšibu[inhabitant]N
553,šasû[shout]V
554,naqāru[demolish]V
555,nīru[yoke]N
556,šaplû[lower]AJ
557,upnu[hallow-of-the-hand]N
558,ṣītu[exit]N
559,bêlu[rule-(over)]V
560,ṣarāmu[make-an-effort]V
561,mušadbibu[one-who-causes-someone-to-litigate]N
562,agannutillû[dropsy]N
563,bēl-zakār-šumi[subject-of-the-query]N
564,sakīku[(mud)-deposits]N
565,adānu[fixed-time]N
566,agāgu[be(come)-furious]V
567,adanniš[very-much]AV
568,Nikkal[1]DN
569,tūru[return]N
570,lapnu[poor]AJ
571,tibûtu_2[levy]N
572,wâru[go-(up-to)]V
573,šagāšu[kill]V
574,šurbû[very-great-one]N
575,gitmālu_N[perfect-one]N
576,muttellu[princely-one]N
577,migru[consent]N
578,ewû[become]V
579,hengallu[plenty]N
580,tamšīlu[likeness]N
581,Ninurta[1]DN
582,qardu_N[valiant-one]N
583,nibītu[naming]N
584,rādiu[(caravan)-guide]N
585,tiṣbutu[linked]AJ
586,nāṣiru[guard]N
587,muhaddû[one-who-gives-delight]N
588,Lamma-RA.BI[1]DN
589,mušēribu[one-who-brings-in]N
590,akia[in-the-following-way]AV
591,kilīlu[wreath]N
592,lattu[(a-container-of-standard-capacity)]N
593,Mulliltu[1]DN
594,ša-rēš-šarri[royal-eunuch]N
595,saddinu[(a-tunic)]N
596,kappu[hand]N
597,ēribu[entering]N
598,šubarrû[(tax)-exemption]N
599,mušallimu[that-delivers-safely]N
600,dāriš[for-ever]AV
601,pīru[elephant]N
602,ṣiātu[distant-time]N
603,inūšu[at-that-time]AV
604,Šarrat-Nippur[1]DN
605,terṣu[pointing]N
606,puqqu[heed]V
607,šīlān[in-the-sunset]AV
608,ṣītān[at-sunrise]AV
609,tappû[partner]N
610,ṭātu[gift]N
611,gipšūtu[fullness]N
612,muštarhu[presumptuous-one]N
613,šūru[bull]N
614,qûʾiš[like-threads]AV
615,bunnannû[physiognomy]N
616,šāpirūtu[post-of-šāpiru]N
617,imbaru[fog]N
618,sadru[placed-in-order]AJ
619,ēqu[(a-cult-object)]N
620,mētellūtu[rulership]N
621,SI4[(meaning-uncertain)]V
622,zabbilu[bearer]N
623,zabālu[carry]V
624,balālu[mix-(up)]V
625,elēlu[cheerful-song]N
626,lābinu[brick-maker]N
627,labānu[spread]V
628,darrû[sacrificial-sheep]N
629,šuklulu_AJ[complete]AJ
630,kayyamānu[permanent]AJ
631,palāsu[look-at]V
632,šassūru[womb]N
633,rûmtu[darling]N
634,agarinnu[womb]N
635,māšu[twin-(brother/sister)]N
636,annu[(word-of)-consent]N
637,uṣurtu[design]N
638,damqu[good]AJ
639,šitqulu[balanced]AJ
640,šalamtiš[like-a-corpse]AV
641,nissatu[wailing]N
642,ewû[changed]AJ
643,wardatu[girl]N
644,qutru[smoke]N
645,mākālu[meal]N
646,mešrêtu[limbs]N
647,qatāru[smoke]V
648,zīmu[face]N
649,šitkunu[provided-with]AJ
650,banû[create]V
651,qurādu[hero]N
652,hīṭu[error]N
653,šallatiš[as-booty]AV
654,waṣû[go-out]V
655,atwû[speech]N
656,gišṭû[(writing)-board]N
657,šaṭāru[(piece-of)-writing]N
658,ṣubbû[observe-(from-a-distance)]V
659,diʾu[(deity's)-throne-platform]N
660,maqittu[dilapidation]N
661,tīlu[(ruin)-mound]N
662,barû[seen]AJ
663,šāṭiru[writer]N
664,ligimû[kernel]N
665,šubultinbi[young]AJ
666,damiqtu[good]N
667,ṭuppu[tablet]N
668,Šarrat-Ninua[Queen-of-Nineveh]DN
669,hāwiru[husband]N
670,ziʾpu[mould]N
671,kummuru[piled-up]AJ
672,tabrītu[(nocturnal)-vision]N
673,zagmukku[New-Year-(festival)]N
674,ulṣu[pleasure]N
675,nubû[lament]N
676,qitrubu[close-together]AJ
677,utnēnu[supplication]N
678,zamar[quickly]AV
679,palāsu[look-(at)]V
680,šarû[rich-one]N
681,šarû[be(come)-rich]V
682,salāʾu[sprinkle]V
683,damāqu[be(come)-good]V
684,rašû[acquire]V
685,aššatu[wife]N
686,utukku[(an-evil-demon)]N
687,gallû[(a-demon)]N
688,surrātu[lies]N
689,qātīšu[hand]N
690,šēpīšu[foot]N
691,sâku[pound]V
692,dāmu[blood]N
693,magulû[(a-big-raft)]N
694,ubšukkinnakku[court-of-assembly]N
695,marāṣu[be(come)-ill]V
696,nēberu[crossing]N
697,ṭebû[sink]V
698,narāmtu[beloved]AJ
699,qardammu[enemy]N
700,mekû[neglect]V
701,billatu[mixture]N
702,āšipūtu[exorcism]N
703,santakku[triangle]N
704,kamādu[beat-cloth(?)]V
705,hiālu[be(come)-in-labour]V
706,kamāru_1[hunting-trap]N
707,munnabtu[runaway]N
708,malû[be(come)-full]V
709,elû[go-up]V
710,bandillu[belly]N
711,ūlid[give-birth-(to)]V
712,lipištu[male-genitalia]N
713,supurgillu[quince]N
714,qabūtu[bowl]N
715,serdu[olive-tree]N
716,azamru[fruit]N
717,andahšu[(an-alliaceous-plant)]N
718,sallu[tray]N
719,hūdu[happiness]N
720,rūqu[distant]AJ
721,balāṭu[life]N
722,šīmtu[what-is-fixed]N
723,šaptu[lip]N
724,ṣarāhu[cry-out]V
725,labābu[rage]V
726,sipittu[mourning-(rites)]N
727,rapāsu[beat]V
728,herṣu[fragment]N
729,tarbaṣu[pen-(for-cattle-rarely-for-sheep-and-goats-horses)]N
730,zikaru_AJ[male]AJ
731,ilittu[birth]N
732,dandannu_AJ[all-powerful]AJ
733,šitimgallu[master-builder]N
734,šāgišu[murderer]N
735,ummiānu[investor]N
736,muttellu[princely]AJ
737,emqu_AJ[wise]AJ
738,nalbanu[brick-mould]N
739,Utulu[1]DN
740,lalgar[cosmic-(underground)-water]N
741,šūturu[very-great]AJ
742,puhālu[male-animal]N
743,šakkanakku[(military)-governor]N
744,sikiptu[repulse]N
745,dārû[lasting]AJ
746,durgu[innermost-part]N
747,līpu[descendant]N
748,līṭu[hostage]N
749,ṣēriš[towards]AV
750,šākinu[one-who-places]N
751,gāmirūtu[strength]N
752,šiābu[be(come)-old]V
753,aslu[ram]N
754,šû[sheep]N
755,ṭābiš[well]AV
756,nūnu[fish]N
757,šeʾu[barley]N
758,ramû[set-in-place]V
759,asaʾītu[tower]N
760,kallāpu[(a-foot-soldier)]N
761,nasāqu[choose]V
762,ziqpu[shoot]N
763,mišihtu[measurement]N
764,šêṭu[miss-(accidentally)]V
765,baṭālu[cease]V
766,gerru[way]N
767,ahāru[be-behind]V
768,narû[stele]N
769,kabāru[be(come)-thick]V
770,tašīmtu[discernment]N
771,uršānu[warrior]N
772,ṣīru_AJ[exalted]AJ
773,ardatu[girl]N
774,zīzu[teat]N
775,niṭlu[look]N
776,huzīru[pig]N
777,harrānu[path]N
778,salāhu[sprinkle]V
779,ammaka[there]AV
780,basi[soon]AV
781,inbu[fruit]N
782,annaka[here]AV
783,rakāsu[bind]V
784,kimahhu[grave]N
785,wapû[be(come)-visible]V
786,marṣu[sick-one]N
787,murṣu[illness]N
788,itpēšu_AJ[expert]AJ
789,eršu_AJ[wise]AJ
790,muttarrû[guide]N
791,kušīru[success]N
792,mērešu_2[wisdom]N
793,šitūltu[discussion]N
794,tašīmtu[practical-intelligence]N
795,sullû[impudence]N
796,mušēṣû[one-who-makes-go-out]N
797,Aš̄šur[1]DN
798,sadāru[place-in-order]V
799,wašāru[sink-down]V
800,šapṣu_AJ[recalcitrant]AJ
801,kanāšu[bow-down]V
802,abāku[lead-away]V
803,matnu[sinew]N
804,rašbu[terrifying]AJ
805,imnu[right-(side-hand)]N
806,apru[with-head-covered]AJ
807,berqu[lightning-(flash)]N
808,rahṣu[drenched]AJ
809,sassu[base]N
810,Kašidu[conquering-(weapon-of-Aššur)]DN
811,nagāru[joiner]N
812,ašāru[muster]V
813,ša-pēthalli[rider]N
814,purīdu[leg]N
815,šatû[drink]V
816,nāru[river]N
817,hamšīšu[five-times]AV
818,nablu[flash-of-fire]N
819,munnišu[weakening]AJ
820,eṭēru[take-away]V
821,šanû[(an)other]AJ
822,Anu[1]DN
823,igisû[contribution]N
824,šapšāqu[constraint]N
825,ṭūdu[path]N
826,māhiṣu[beater]N
827,tarāru[tremble]V
828,hamšā[fifty]NU
829,zaqāpu[fix-upright]V
830,kakardinnu[victualler]N
831,ēpû[baker]N
832,nuhatimmu[cook]N
833,mâtu[die]V
834,kiššatu[totality]N
835,buʾʾû[look-for]V
836,ridûtu[appropriation]N
837,iššiakku[city-ruler]N
838,šiqlu[unit]N
839,ṣarpu[silver]N
840,bašāmu[create]V
841,gišmahhu[tree-trunk]N
842,nakālu[be(come)-skilful]V
843,pitqu[brickwork]N
844,šutlumu[grant]V
845,nuhšu[abundance]N
846,kiššūtu[exercise-of-power]N
847,lītu[power]N
848,napharu[total]N
849,banû[good-one]N
850,manû[count]V
851,nahnahatu[(nasal)-septum?]N
852,šūtuqu[one-who-surpasses]N
853,nāsihu[one-who-removes]N
854,kabtu[heavy-one]N
855,rabîš[magnificently]AV
856,mušīmu[one-who-decrees]N
857,muštēširu[one-who-puts-in-order]N
858,arû[lead]V
859,kalāma[all-(of-it)]N
860,sahliu[cress]N
861,karašu[leek]N
862,mūdû_N[knower]N
863,Šazu[1]DN
864,āhizu[informed-person]N
865,waqāru[be(come)-rare]V
866,lēʾûtu[competence]N
867,anhu[tired]AJ
868,naṣāru[guard]V
869,ēkallu[palace]N
870,tānēhu[wailing]N
871,zâbu[dissolve]V
872,ibrūtu[friendship]N
873,zi[life]N
874,nērtu[murder]N
875,lābu[lion]N
876,bāšû[existing]AJ
877,lamassu[(female)-tutelary-deity]N
878,bābu[gate]N
879,utukkiš[like-an-utukku-demon]AV
880,napraku[bolt]N
881,rabbu[soft]AJ
882,kiāšu[help]V
883,birītu[fetter]N
884,akṣu[brazen]AJ
885,šigāru[(wooden)-clamp]N
886,bahūlātu[men]N
887,šuruppû[frost]N
888,šalṭāniš[in-triumph]AV
889,pispisu[bug]N
890,kabittu[main-body-(of-troops)]N
891,zubbu[fly]N
892,abullu[(city)-gate]N
893,mašāhu[flash]V
894,šahātu[be(come)-afraid]V
895,wabālu[carry]V
896,šipru[sending]N
897,eddu[pointed]AJ
898,rebītu[street]N
899,qarnu[horn]N
900,tāmartu[view(ing)]N
901,taskarinnu[box-tree]N
902,gimirtu[totality]N
903,sanāqu[check]V
904,šulmu[completeness]N
905,tikpu[layer]N
906,abātu_1[destroy]V
907,nikiltu[skill]N
908,šapālu[be(come)-deep]V
909,târu[turn]V
910,zaqtu[pointed]AJ
911,sapannu[flatland]N
912,tullû[bedecked]AJ
913,tamhu[holding]AJ
914,karru[knob]N
915,ṭarādu[send-off]V
916,qištu[forest]N
917,erēbu[enter]V
918,sāniqu[controller]N
919,kalappu[pickaxe]N
920,rukūbu[vehicle]N
921,zû[excrement]N
922,hepû[break]V
923,šadādu[drag]V
924,batāqu[cut-off]V
925,rubû[ruler]N
926,baʾʾītu[thing-sought]N
927,āmiru[one-who-sees]N
928,mušteʾʾû[repeatedly-searching-one]N
929,ušumgallu[great-dragon]N
930,nišītu[lifting]N
931,daʾummiš[in-pitch-dark]AV
932,itkupu[very-close]AJ
933,erēpu[cloud-over]V
934,ittu[sign]N
935,nabalkutu[cross-over]V
936,muṭahhidu[one-who-brings-abundance]N
937,ṭahādu[thrive]V
938,isqu[share]N
939,ramku[(a-cultic-functionary)]N
